activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
340822,17718411,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,C=CCC(OC(=O)Cc1ccc(SCc2ccccc2C(=O)O)cc1)c1ccccc1,,,CHEMBL3886340,,2015,"{'bei': '11.15', 'le': '0.21', 'lle': '-1.26', 'sei': '7.58'}",CHEMBL3973122,,CHEMBL3973122,4.82,0,http://www.openphacts.org/units/Nanomolar,2847967,=,37,1,=,,EC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,15000.0
340823,17718412,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,COC(=O)C(Cc1ccccc1)OC(=O)Cc1cccc(SCc2ccccc2C(=O)O)c1,,,CHEMBL3886340,,2015,"{'bei': '11.24', 'le': '0.22', 'lle': '0.67', 'sei': '5.81'}",CHEMBL3947015,,CHEMBL3947015,5.22,0,http://www.openphacts.org/units/Nanomolar,2847968,=,37,1,=,,EC50,nM,,6000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,6000.0
340824,17718413,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,COc1ccc(CCOC(=O)Cc2ccc(SCc3ccccc3C(=O)O)cc2)cc1OC,,,CHEMBL3886340,,2015,"{'bei': '11.05', 'le': '0.21', 'lle': '0.13', 'sei': '6.28'}",CHEMBL3984358,,CHEMBL3984358,5.16,0,http://www.openphacts.org/units/Nanomolar,2847969,=,37,1,=,,EC50,nM,,7000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,7000.0
340825,17718414,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,COC(=O)C(Cc1ccccc1)OC(=O)Cc1ccc(SCc2ccccc2C(=O)O)cc1,,,CHEMBL3886340,,2015,"{'bei': '11.64', 'le': '0.22', 'lle': '0.86', 'sei': '6.02'}",CHEMBL3955741,,CHEMBL3955741,5.41,0,http://www.openphacts.org/units/Nanomolar,2847970,=,37,1,=,,EC50,nM,,3900.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3900.0
340826,17718415,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,O=C(Cc1cccc(SCc2ccccc2C(=O)O)c1)OCCc1ccccc1C(F)(F)F,,,CHEMBL3886340,,2015,"{'bei': '10.63', 'le': '0.21', 'lle': '-0.97', 'sei': '7.93'}",CHEMBL3925405,,CHEMBL3925405,5.05,0,http://www.openphacts.org/units/Nanomolar,2847971,=,37,1,=,,EC50,nM,,9000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,9000.0
340827,17718416,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,COC(=O)C(c1ccccc1)(c1ccc(SCc2ccccc2C(=O)O)cc1)c1ncco1,,,CHEMBL3886340,,2015,"{'bei': '10.33', 'le': '0.20', 'lle': '-0.43', 'sei': '5.29'}",CHEMBL3956415,,CHEMBL3956415,4.75,0,http://www.openphacts.org/units/Nanomolar,2847972,=,37,1,=,,EC50,nM,,18000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,18000.0
340828,17718417,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,O=C(Cc1ccc(SCc2ccccc2C(=O)O)cc1)OCCc1ccccc1C(F)(F)F,,,CHEMBL3886340,,2015,"{'bei': '10.72', 'le': '0.21', 'lle': '-0.93', 'sei': '8.00'}",CHEMBL3919950,,CHEMBL3919950,5.09,0,http://www.openphacts.org/units/Nanomolar,2847973,=,37,1,=,,EC50,nM,,8200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,8200.0
340829,17718418,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,Cc1cccc(C)c1COC(=O)Cc1cccc(SCc2ccccc2C(=O)O)c1,,,CHEMBL3886340,,2015,"{'bei': '12.89', 'le': '0.25', 'lle': '-0.16', 'sei': '8.52'}",CHEMBL3947738,,CHEMBL3947738,5.42,0,http://www.openphacts.org/units/Nanomolar,2847974,=,37,1,=,,EC50,nM,,3800.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3800.0
340830,17718419,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,O=C(Cc1cccc(SCc2ccccc2C(=O)O)c1)OCc1ccc(-n2cccn2)cc1,,,CHEMBL3886340,,2015,"{'bei': '11.73', 'le': '0.22', 'lle': '0.23', 'sei': '6.60'}",CHEMBL3976126,,CHEMBL3976126,5.38,0,http://www.openphacts.org/units/Nanomolar,2847975,=,37,1,=,,EC50,nM,,4200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4200.0
340831,17718420,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,O=C(Cc1ccc(SCc2ccccc2C(=O)O)cc1)OCc1ccc(-n2cccn2)cc1,,,CHEMBL3886340,,2015,"{'bei': '11.73', 'le': '0.22', 'lle': '0.23', 'sei': '6.60'}",CHEMBL3901902,,CHEMBL3901902,5.38,0,http://www.openphacts.org/units/Nanomolar,2847976,=,37,1,=,,EC50,nM,,4200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4200.0
340832,17718421,[],CHEMBL3887499,"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2",B,,,BAO_0000188,BAO_0000019,assay format,COc1ccc(CCOC(=O)Cc2cccc(SCc3ccccc3C(=O)O)c2)cc1OC,,,CHEMBL3886340,,2015,"{'bei': '10.63', 'le': '0.21', 'lle': '-0.06', 'sei': '6.04'}",CHEMBL3934302,,CHEMBL3934302,4.96,0,http://www.openphacts.org/units/Nanomolar,2847977,=,37,1,=,,EC50,nM,,11000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,11000.0
405071,17771340,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(F)cc3)oc2C)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '19.84', 'le': '0.37', 'lle': '2.90', 'sei': '10.87'}",CHEMBL3972176,,CHEMBL3972176,7.89,0,http://www.openphacts.org/units/Nanomolar,2882632,=,37,1,=,,EC50,nM,,13.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,13.0
405072,17771341,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2coc(-c3ccc(C(F)(F)F)cc3)n2)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '14.21', 'le': '0.27', 'lle': '0.60', 'sei': '8.49'}",CHEMBL3946222,,CHEMBL3946222,6.16,0,http://www.openphacts.org/units/Nanomolar,2882633,=,37,1,=,,EC50,nM,,692.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,692.0
405073,17771342,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '18.55', 'le': '0.35', 'lle': '2.43', 'sei': '11.44'}",CHEMBL3920204,,CHEMBL3920204,8.30,0,http://www.openphacts.org/units/Nanomolar,2882634,=,37,1,=,,EC50,nM,,5.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,5.0
405074,17771343,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(C(C)(C)C)cc3)oc2C)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '16.19', 'le': '0.30', 'lle': '0.90', 'sei': '9.72'}",CHEMBL3892207,,CHEMBL3892207,7.05,0,http://www.openphacts.org/units/Nanomolar,2882635,=,37,1,=,,EC50,nM,,89.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,89.0
405075,17771344,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(C)cc3)oc2C)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '21.34', 'le': '0.40', 'lle': '3.24', 'sei': '11.57'}",CHEMBL3932461,,CHEMBL3932461,8.40,0,http://www.openphacts.org/units/Nanomolar,2882636,=,37,1,=,,EC50,nM,,4.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4.0
405076,17771345,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(-c4nnn[nH]4)cc3)oc2C)ccc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '11.55', 'le': '0.21', 'lle': '1.14', 'sei': '4.07'}",CHEMBL3904658,,CHEMBL3904658,5.17,0,http://www.openphacts.org/units/Nanomolar,2882637,=,37,1,=,,EC50,nM,,6761.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,6761.0
405077,17771346,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc([N+](=O)[O-])cc3)oc2C)ncc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '17.87', 'le': '0.33', 'lle': '3.45', 'sei': '5.91'}",CHEMBL3905699,,CHEMBL3905699,7.60,0,http://www.openphacts.org/units/Nanomolar,2882638,=,37,1,=,,EC50,nM,,25.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,25.0
405078,17771347,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(C#N)cc3)oc2C)ncc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '18.89', 'le': '0.35', 'lle': '3.54', 'sei': '7.01'}",CHEMBL3976442,,CHEMBL3976442,7.66,0,http://www.openphacts.org/units/Nanomolar,2882639,=,37,1,=,,EC50,nM,,22.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,22.0
405079,17771348,[],CHEMBL3888500,"Kinase Activity Assay: After 24 h treatment with the medicament, the cells were lysed with a lysis solution (Cell Culture Lysis buffer, Promega) and centrifuged, and the supernatant was collected. The supernatant was reacted with a fluorescence assay kit (Promega) and counted by a fluorometer (Ascent Fluoroskan FL reader, Thermo Labsystems, Finland), and the relative intensity of luciferase was determined. For the assay of the β-galactosidase activity used in the experiment as the internal reference (the internal reference for calibrating the transfection efficiency), 50 μl of the supernatant was transferred into a fresh microplate, treated with a Promega kit, and the value was read with a microplate reader at a wavelength of 405 nm (Bio-tech Instruments Inc., Winooski, Vt., USA) (Sauerberg, P.; Olsen, G. S.; Jeppesen, L.; Mogensen, J. P. et al., J. Med. Chem., 2007, 50, 1495-1503).",B,,,BAO_0000188,BAO_0000019,assay format,CCc1cc(OCCc2nc(-c3ccc(C(N)=O)cc3)oc2C)ncc1CCC(=O)O,,,CHEMBL3886734,,2016,"{'bei': '17.30', 'le': '0.32', 'lle': '3.98', 'sei': '5.70'}",CHEMBL3914680,,CHEMBL3914680,7.33,0,http://www.openphacts.org/units/Nanomolar,2882640,=,37,1,=,,EC50,nM,,47.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,47.0
